Date,Versus,Ground,How Dismissed,Runs,S/R,catches,aggregate,catches_wk,stumping_wk,agg_wk,age,who_dismissed,played_city,played_country
2010-10-08,New Zealand,Rangiri Dambulla International Stadium,c L R P L Taylor b D R Tuffey,4.0,36.36,0,18,0.0,0.0,0.0,23,D R Tuffey,Dambulla,Sri Lanka
2010-08-16,Sri Lanka,Rangiri Dambulla International Stadium,lbw b A D Mathews,0.0,0.0,1,19,0.0,0.0,0.0,23,A D Mathews,Dambulla,Sri Lanka
2010-08-21,Sri Lanka,Rangiri Dambulla International Stadium,lbw b A D Mathews,11.0,52.38,0,19,0.0,0.0,0.0,23,A D Mathews,Dambulla,Sri Lanka
2010-08-28,Sri Lanka,Rangiri Dambulla International Stadium,st K C Sangakkara b S Randiv,5.0,55.56,2,21,0.0,0.0,0.0,23,S Randiv,Dambulla,Sri Lanka
2017-08-20,Sri Lanka,Rangiri Dambulla International Stadium,run out,4.0,30.77,0,54,0.0,0.0,0.0,30,0,Dambulla,Sri Lanka
2008-08-24,Sri Lanka,R Premadasa Stadium,c C K Kapugedera b T Thushara,32.0,100.0,0,11,0.0,0.0,0.0,21,T Thushara,Colombo,Sri Lanka
2008-08-27,Sri Lanka,R Premadasa Stadium,c B S M Warnapura b B A W Mendis,18.0,78.26,0,11,0.0,0.0,0.0,21,B A W Mendis,Colombo,Sri Lanka
2008-08-29,Sri Lanka,R Premadasa Stadium,lbw b K M D N Kulasekara,3.0,60.0,0,11,0.0,0.0,0.0,21,K M D N Kulasekara,Colombo,Sri Lanka
2009-05-02,Sri Lanka,R Premadasa Stadium,not out,4.0,66.67,2,14,0.0,0.0,0.0,21,0,Colombo,Sri Lanka
2009-08-02,Sri Lanka,R Premadasa Stadium,c K M D N Kulasekara b M F Maharoof,15.0,68.18,1,15,0.0,0.0,0.0,21,M F Maharoof,Colombo,Sri Lanka
2012-07-28,Sri Lanka,R Premadasa Stadium,lbw b S L Malinga,0.0,0.0,0,31,0.0,0.0,0.0,25,S L Malinga,Colombo,Sri Lanka
2012-07-31,Sri Lanka,R Premadasa Stadium,lbw b N Pradeep,4.0,28.57,0,31,0.0,0.0,0.0,25,N Pradeep,Colombo,Sri Lanka
2017-08-31,Sri Lanka,R Premadasa Stadium,c †N Dickwella b A D Mathews,104.0,118.18,0,56,0.0,0.0,0.0,30,A D Mathews,Colombo,Sri Lanka
2017-03-09,Sri Lanka,R Premadasa Stadium,c P M Pushpakumara b M V T Fernando,16.0,80.0,0,56,0.0,0.0,0.0,30,M V T Fernando,Colombo,Sri Lanka
2008-11-14,England,Madhavrao Scindia Cricket Ground,not out,11.0,137.5,0,11,0.0,0.0,0.0,21,0,Rajkot,India
2008-11-17,England,Holkar Cricket Stadium,c O A Shah b S C J Broad,3.0,23.08,0,11,0.0,0.0,0.0,21,S C J Broad,Indore,India
2011-08-12,West Indies,Holkar Cricket Stadium,b K A J Roach,27.0,168.75,1,26,0.0,0.0,0.0,24,K A J Roach,Indore,India
2015-10-14,South Africa,Holkar Cricket Stadium,b K Rabada,3.0,30.0,0,49,0.0,0.0,0.0,28,K Rabada,Indore,India
2017-09-24,Australia,Holkar Cricket Stadium,0,71.0,114.52,0,56,0.0,0.0,0.0,30,0,Indore,India
2008-11-20,England,Green Park,c †M J Prior b G P Swann,28.0,68.29,0,11,0.0,0.0,0.0,21,G P Swann,Kanpur,India
2013-11-27,West Indies,Green Park,c D J J Bravo b R Rampaul,4.0,28.57,0,36,0.0,0.0,0.0,26,R Rampaul,Kanpur,India
2015-11-10,South Africa,Green Park,c & b Imran Tahir,150.0,112.78,0,49,0.0,0.0,0.0,28,Imran Tahir,Kanpur,India
2017-10-29,New Zealand,Green Park,c T G Southee b M J Santner,147.0,106.52,0,56,0.0,0.0,0.0,30,M J Santner,Kanpur,India
2008-11-26,England,Barabati Stadium,not out,8.0,80.0,0,11,0.0,0.0,0.0,21,0,Cuttack,India
2011-11-29,West Indies,Barabati Stadium,b A Martin,72.0,72.73,0,25,0.0,0.0,0.0,24,A Martin,Cuttack,India
2009-11-03,New Zealand,Seddon Park,did not bat,,0.0,1,16,0.0,0.0,0.0,21,0,Hamilton,New Zealand
2014-01-22,New Zealand,Seddon Park,c †L Ronchi b T G Southee,20.0,58.82,0,38,0.0,0.0,0.0,26,T G Southee,Hamilton,New Zealand
2014-01-28,New Zealand,Seddon Park,c †L Ronchi b K S Williamson,79.0,84.04,0,38,0.0,0.0,0.0,26,K S Williamson,Hamilton,New Zealand
2015-10-03,Ireland,Seddon Park,b S R Thompson,64.0,96.97,0,43,0.0,0.0,0.0,27,S R Thompson,Hamilton,New Zealand
2019-01-31,New Zealand,Seddon Park,c & b T A Boult,7.0,30.43,0,73,0.0,0.0,0.0,31,T A Boult,Hamilton,New Zealand
2009-03-14,New Zealand,Eden Park,not out,43.0,58.11,0,16,0.0,0.0,0.0,21,0,Auckland,New Zealand
2014-01-25,New Zealand,Eden Park,c H K Bennett b C J Anderson,39.0,102.63,0,38,0.0,0.0,0.0,26,C J Anderson,Auckland,New Zealand
2015-03-14,Zimbabwe,Eden Park,c Sikandar Raza b T Panyangara,16.0,76.19,1,44,0.0,0.0,0.0,27,T Panyangara,Auckland,New Zealand
2009-06-26,West Indies,Sabina Park,c D J J Bravo b L S Baker,4.0,33.33,2,18,0.0,0.0,0.0,22,L S Baker,"Kingston, Jamaica",West Indies
2009-06-28,West Indies,Sabina Park,c R S Morton b R Rampaul,0.0,0.0,0,18,0.0,0.0,0.0,22,R Rampaul,"Kingston, Jamaica",West Indies
2011-06-16,West Indies,Sabina Park,b A Martin,57.0,79.17,0,25,0.0,0.0,0.0,24,A Martin,"Kingston, Jamaica",West Indies
2013-06-30,West Indies,Sabina Park,c J Charles b D J G Sammy,60.0,67.42,0,33,0.0,0.0,0.0,26,D J G Sammy,"Kingston, Jamaica",West Indies
2013-02-07,Sri Lanka,Sabina Park,c A D Mathews b K M D N Kulasekara,5.0,38.46,0,33,0.0,0.0,0.0,26,K M D N Kulasekara,"Kingston, Jamaica",West Indies
2009-03-07,West Indies,Darren Sammy National Cricket Stadium,c D E Bernard b D J J Bravo,11.0,122.22,0,18,0.0,0.0,0.0,22,D J J Bravo,"Gros Islet, St Lucia",West Indies
2009-05-07,West Indies,Darren Sammy National Cricket Stadium,did not bat,,0.0,0,18,0.0,0.0,0.0,22,0,"Gros Islet, St Lucia",West Indies
2010-02-27,South Africa,Sardar Patel Stadium,c L L Tsotsobe b J Botha,48.0,78.69,0,18,0.0,0.0,0.0,22,J Botha,Ahmedabad,India
2011-05-12,West Indies,Sardar Patel Stadium,run out,95.0,95.0,0,25,0.0,0.0,0.0,24,0,Ahmedabad,India
2010-05-28,Zimbabwe,Queens Sports Club,c †B R M Taylor b C B Mpofu,114.0,95.8,0,18,0.0,0.0,0.0,23,C B Mpofu,Bulawayo,Zimbabwe
2010-05-30,Sri Lanka,Queens Sports Club,not out,101.0,101.0,0,18,0.0,0.0,0.0,23,0,Bulawayo,Zimbabwe
2013-01-08,Zimbabwe,Queens Sports Club,not out,64.0,71.11,1,34,0.0,0.0,0.0,26,0,Bulawayo,Zimbabwe
2010-03-06,Zimbabwe,Harare Sports Club,run out,13.0,52.0,0,18,0.0,0.0,0.0,23,0,Harare,Zimbabwe
2010-05-06,Sri Lanka,Harare Sports Club,b S Randiv,32.0,80.0,0,18,0.0,0.0,0.0,23,S Randiv,Harare,Zimbabwe
2013-07-24,Zimbabwe,Harare Sports Club,c †B R M Taylor b E Chigumbura,20.0,50.0,0,33,0.0,0.0,0.0,26,E Chigumbura,Harare,Zimbabwe
2013-07-26,Zimbabwe,Harare Sports Club,c V Sibanda b B V Vitori,1.0,14.29,0,33,0.0,0.0,0.0,26,B V Vitori,Harare,Zimbabwe
2013-07-28,Zimbabwe,Harare Sports Club,c †B R M Taylor b M T Chinouya,14.0,66.67,0,33,0.0,0.0,0.0,26,M T Chinouya,Harare,Zimbabwe
2010-07-12,New Zealand,M Chinnaswamy Stadium,c D L Vettori b T G Southee,44.0,91.67,1,22,0.0,0.0,0.0,23,T G Southee,"Bengaluru, Bangalore",India
2013-02-11,Australia,M Chinnaswamy Stadium,c sub b C J McKay,209.0,132.28,0,36,0.0,0.0,0.0,26,b C J McKay,"Bengaluru, Bangalore",India
2017-09-28,Australia,M Chinnaswamy Stadium,run out,65.0,118.18,0,56,0.0,0.0,0.0,30,0,"Bengaluru, Bangalore",India
2010-10-12,New Zealand,MA Chidambaram Stadium,did not bat,,0.0,1,23,0.0,0.0,0.0,23,0,Chennai,India
2011-11-12,West Indies,MA Chidambaram Stadium,b S P Narine,21.0,80.77,0,26,0.0,0.0,0.0,24,S P Narine,Chennai,India
2012-12-30,Pakistan,MA Chidambaram Stadium,c Mohammad Hafeez b Junaid Khan,4.0,28.57,1,32,0.0,0.0,0.0,25,Junaid Khan,Chennai,India
