Date,Versus,Ground,How Dismissed,Runs,S/R,catches,aggregate,catches_wk,stumping_wk,agg_wk,age,who_dismissed,played_city,played_country
2018-10-21,West Indies,Barsapara Cricket Stadium,did not bat,,0.0,1,1,0,0.0,0,21,0,Guwahati,India
2018-10-24,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,lbw b M N Samuels,17.0,130.77,1,2,0,0.0,0,21,M N Samuels,Visakhapatnam,India
2018-10-27,West Indies,Maharashtra Cricket Association Stadium,c †S D Hope b A R Nurse,24.0,133.33,1,3,0,0.0,0,21,A R Nurse,Pune,India
2019-10-03,Australia,Punjab Cricket Association IS Bindra Stadium,c A J Finch b P J Cummins,36.0,150.0,0,3,0,0.0,0,21,P J Cummins,"Mohali, Chandigarh",India
2019-03-13,Australia,Feroz Shah Kotla,c A J Turner b N M Lyon,16.0,100.0,0,3,2,0.0,2,21,N M Lyon,Delhi,India
