Date,Versus,Ground,How Dismissed,Runs,S/R,catches,aggregate,catches_wk,stumping_wk,agg_wk,age,who_dismissed,played_city,played_country
2017-08-31,Sri Lanka,R Premadasa Stadium,did not bat,,0.0,1,1,0.0,0.0,0.0,25,0,Colombo,Sri Lanka
2017-03-09,Sri Lanka,R Premadasa Stadium,did not bat,,0.0,1,2,0.0,0.0,0.0,25,0,Colombo,Sri Lanka
2018-07-17,England,Headingley,not out,22.0,169.23,0,3,0.0,0.0,0.0,26,0,Leeds,England
2018-09-18,Hong Kong,Dubai International Cricket Stadium,c C Carter b Aizaz Khan,0.0,0.0,0,3,0.0,0.0,0.0,26,Aizaz Khan,Dubai,United Arab Emirates
