Date,Versus,Ground,How Dismissed,Runs,S/R,catches,aggregate,catches_wk,stumping_wk,agg_wk,age,who_dismissed,played_city,played_country
2011-02-12,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,c †D Ramdin b K A J Roach,0.0,0.0,1,54,0.0,0.0,0.0,25,K A J Roach,Visakhapatnam,India
2013-11-24,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,c D J J Bravo b R Rampaul,23.0,95.83,1,87,0.0,0.0,0.0,26,R Rampaul,Visakhapatnam,India
2011-01-18,South Africa,Newlands,c †A B de Villiers b M Morkel,37.0,78.72,1,47,0.0,0.0,0.0,24,M Morkel,Cape Town,South Africa
2011-03-09,England,Riverside Ground,c A N Cook b J W Dernbach,38.0,131.03,0,51,0.0,0.0,0.0,24,J W Dernbach,0,England
2011-09-09,England,Kennington Oval,c †C Kieswetter b S C J Broad,21.0,58.33,0,51,0.0,0.0,0.0,24,S C J Broad,London,England
2013-11-06,West Indies,Kennington Oval,did not bat,,0.0,0,66,0.0,0.0,0.0,26,0,London,England
2011-11-09,England,Lord's,c B A Stokes b S T Finn,84.0,112.0,0,51,0.0,0.0,0.0,24,S T Finn,London,England
2018-07-14,England,Lord's,b A U Rashid,46.0,73.02,0,109,0.0,0.0,0.0,30,A U Rashid,London,England
2012-05-02,Australia,Melbourne Cricket Ground,c D J Hussey b D T Christian,4.0,44.44,1,55,0.0,0.0,0.0,25,D T Christian,Melbourne,Australia
2015-01-18,Australia,Melbourne Cricket Ground,c G J Maxwell b M A Starc,51.0,80.95,0,95,0.0,0.0,0.0,28,M A Starc,Melbourne,Australia
2015-02-22,South Africa,Melbourne Cricket Ground,c sub b M Morkel,6.0,120.0,1,101,0.0,0.0,0.0,29,b M Morkel,Melbourne,Australia
2015-03-19,Bangladesh,Melbourne Cricket Ground,c †Mushfiqur Rahim b Mashrafe Mortaza,65.0,114.04,0,102,0.0,0.0,0.0,29,Mashrafe Mortaza,Melbourne,Australia
2012-12-02,Australia,Adelaide Oval,b X J Doherty,38.0,126.67,0,55,0.0,0.0,0.0,25,X J Doherty,Adelaide,Australia
2012-02-14,Sri Lanka,Adelaide Oval,c †K C Sangakkara b S L Malinga,8.0,42.11,0,55,0.0,0.0,0.0,25,S L Malinga,Adelaide,Australia
2015-02-15,Pakistan,Adelaide Oval,c Haris Sohail b Sohail Khan,74.0,132.14,2,100,0.0,0.0,0.0,29,Sohail Khan,Adelaide,Australia
2012-02-19,Australia,Brisbane Cricket Ground,c †M S Wade b D T Christian,28.0,68.29,1,56,0.0,0.0,0.0,25,D T Christian,Brisbane,Australia
2012-02-21,Sri Lanka,Brisbane Cricket Ground,c H D R L Thirimanne b M F Maharoof,32.0,58.18,1,57,0.0,0.0,0.0,25,M F Maharoof,Brisbane,Australia
2015-01-20,England,Brisbane Cricket Ground,st J C Buttler b M M Ali,1.0,33.33,2,97,0.0,0.0,0.0,28,M M Ali,Brisbane,Australia
2012-02-28,Sri Lanka,Bellerive Oval,not out,40.0,166.67,0,58,0.0,0.0,0.0,25,0,Hobart,Australia
2012-07-21,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,c sub b N L T C Perera,50.0,111.11,0,61,0.0,0.0,0.0,25,b N L T C Perera,Hambantota,Sri Lanka
2012-07-24,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,b N L T C Perera,1.0,20.0,0,61,0.0,0.0,0.0,25,N L T C Perera,Hambantota,Sri Lanka
2012-04-08,Sri Lanka,Pallekele International Cricket Stadium,c H D R L Thirimanne b S L Malinga,0.0,0.0,1,63,0.0,0.0,0.0,25,S L Malinga,"Pallekele, Kandy",Sri Lanka
2013-11-01,England,Saurashtra Cricket Association Stadium,c & b J C Tredwell,50.0,102.04,0,63,0.0,0.0,0.0,26,J C Tredwell,"Khandheri, Rajkot",India
2015-10-18,South Africa,Saurashtra Cricket Association Stadium,c D A Miller b Imran Tahir,0.0,0.0,0,105,0.0,0.0,0.0,30,Imran Tahir,"Khandheri, Rajkot",India
2013-01-19,England,JSCA International Stadium Complex,did not bat,,0.0,0,64,0.0,0.0,0.0,26,0,Ranchi,India
2013-10-23,Australia,JSCA International Stadium Complex,did not bat,,0.0,1,86,0.0,0.0,0.0,26,0,Ranchi,India
2013-01-27,England,Himachal Pradesh Cricket Association Stadium,c I R Bell b C R Woakes,83.0,84.69,0,64,0.0,0.0,0.0,26,C R Woakes,Dharamsala,India
2014-10-17,West Indies,Himachal Pradesh Cricket Association Stadium,c †D Ramdin b J E Taylor,71.0,122.41,0,93,0.0,0.0,0.0,27,J E Taylor,Dharamsala,India
2013-06-15,Pakistan,Edgbaston,did not bat,,0.0,1,67,0.0,0.0,0.0,26,0,Birmingham,England
2013-06-23,England,Edgbaston,c A N Cook b R S Bopara,1.0,16.67,0,70,0.0,0.0,0.0,26,R S Bopara,Birmingham,England
2014-02-09,England,Edgbaston,did not bat,,0.0,0,92,0.0,0.0,0.0,27,0,Birmingham,England
2013-10-13,Australia,Maharashtra Cricket Association Stadium,c X J Doherty b J P Faulkner,39.0,86.67,2,78,0.0,0.0,0.0,26,J P Faulkner,Pune,India
2014-05-09,England,Headingley,c †J C Buttler b M M Ali,18.0,78.26,0,92,0.0,0.0,0.0,27,M M Ali,Leeds,England
2018-07-17,England,Headingley,c J E Root b A U Rashid,1.0,25.0,0,109,0.0,0.0,0.0,30,A U Rashid,Leeds,England
