catches,aggregate,catches_wk,stumping_wk,agg_wk,age
1,1, , , ,21 years 16 days
1,2, , , ,21 years 19 days
1,3, , , ,21 years 22 days
 ,3, , , ,21 years 156 days
 ,3,2, ,2,21 years 159 days
