catches,aggregate,catches_wk,stumping_wk,agg_wk,age
1,1, , , ,25 years 319 days
1,2, , , ,25 years 322 days
1,3, , , ,26 years 123 days
 ,3, , , ,26 years 274 days
 ,3, , , ,26 years 337 days
